6196916 523 495 402 0.07 -0.11 -0.71 84.07 98.52 169.59
6254908 523 495 402 0.07 -0.11 -0.71 84.07 98.52 169.59
6312900 522 496 402 0.07 -0.10 -0.71 84.58 98.02 170.30
6370888 522 496 403 0.07 -0.10 -0.71 84.53 98.09 170.21
6428880 523 496 403 0.07 -0.10 -0.71 84.01 98.09 169.91
6486872 523 496 403 0.07 -0.10 -0.71 84.01 98.09 169.91
6544860 519 482 395 0.05 -0.19 -0.76 86.43 104.18 165.36
6603016 481 297 279 -0.20 -1.40 -1.52 95.51 132.45 137.02
6661336 537 475 374 0.17 -0.24 -0.90 79.84 104.63 162.06
6719496 454 505 403 -0.37 -0.04 -0.71 117.88 93.03 151.93
6777800 556 587 458 0.29 0.49 -0.35 64.32 42.67 121.40
6835604 535 551 437 0.15 0.26 -0.49 74.43 63.18 148.33
6893420 536 515 415 0.16 0.02 -0.63 75.76 87.99 165.62
6951228 487 542 442 -0.16 0.20 -0.45 107.89 67.52 150.62
7009376 563 563 467 0.34 0.34 -0.29 52.89 52.89 121.42
7067184 461 486 431 -0.33 -0.17 -0.52 120.88 105.02 144.90
7125672 467 512 437 -0.29 0.00 -0.49 120.85 89.67 149.15
7183824 468 499 419 -0.28 -0.08 -0.60 114.99 96.97 153.93
7242136 532 555 450 0.13 0.28 -0.40 74.78 56.14 141.98
7299952 532 498 419 0.13 -0.09 -0.60 77.63 98.11 165.14
7357920 550 559 433 0.25 0.31 -0.51 67.24 61.49 142.09
7415716 512 579 444 0.00 0.44 -0.44 89.70 45.00 135.00
7473516 527 540 445 0.10 0.19 -0.43 77.91 67.35 153.99
7531328 515 577 449 0.02 0.43 -0.41 87.79 43.70 133.62
7589140 523 565 444 0.07 0.35 -0.44 82.39 52.00 140.97
7646936 532 547 447 0.13 0.23 -0.42 74.44 62.32 147.56
7704760 510 532 421 -0.01 0.13 -0.59 90.93 77.24 167.20
7762732 455 563 433 -0.37 0.34 -0.51 121.04 61.97 135.76
7820904 492 507 407 -0.13 -0.03 -0.68 100.56 92.42 169.16
7879216 596 429 365 0.55 -0.54 -0.95 63.32 116.00 141.13
7937364 553 443 355 0.27 -0.45 -1.02 76.35 112.93 152.90
7995504 455 558 413 -0.37 0.30 -0.64 117.42 67.73 143.39
8053644 469 543 426 -0.28 0.21 -0.56 115.01 71.74 148.25
8111804 496 497 429 -0.10 -0.09 -0.54 100.48 99.80 165.57
8170124 518 549 444 0.04 0.24 -0.44 85.19 61.06 150.58
8227928 563 522 430 0.34 0.07 -0.53 57.92 83.78 147.18
8285732 542 570 445 0.20 0.38 -0.43 71.00 51.35 135.23
8343540 503 531 423 -0.06 0.13 -0.58 95.36 77.63 166.48
8401540 501 514 428 -0.07 0.02 -0.54 97.16 88.30 172.63
8459524 544 497 401 0.21 -0.09 -0.72 73.74 97.18 162.15
8517520 500 518 409 -0.07 0.04 -0.67 96.39 86.39 172.66
8575500 484 618 476 -0.18 0.69 -0.23 103.76 22.86 107.89
8633656 527 504 422 0.10 -0.05 -0.58 80.21 94.72 169.11
8691656 521 497 406 0.06 -0.09 -0.69 84.90 97.79 170.67
8749648 530 496 399 0.12 -0.10 -0.73 80.75 97.74 167.89
8807632 526 497 394 0.09 -0.09 -0.77 83.02 96.98 170.10
8865628 523 497 390 0.07 -0.09 -0.79 84.63 96.78 171.34
8923620 529 495 387 0.11 -0.11 -0.81 82.07 97.48 169.07
8981608 529 496 388 0.11 -0.10 -0.80 82.00 97.08 169.28
9039600 531 495 388 0.13 -0.11 -0.80 81.11 97.52 168.31
9097592 530 496 391 0.12 -0.10 -0.79 81.34 97.25 168.67
9155580 529 496 392 0.11 -0.10 -0.78 81.74 97.31 168.93
9213572 531 495 391 0.13 -0.11 -0.79 80.89 97.70 168.03
9271560 530 496 389 0.12 -0.10 -0.80 81.48 97.13 168.85
9329552 531 495 386 0.13 -0.11 -0.82 81.24 97.40 168.50
9387544 540 504 386 0.19 -0.05 -0.82 77.23 93.34 166.79
9445528 560 513 386 0.32 0.01 -0.82 68.87 89.36 158.86
9503348 549 530 399 0.24 0.12 -0.73 71.79 81.13 159.61
9561156 525 548 413 0.09 0.24 -0.64 82.68 69.84 158.44
9618964 529 531 407 0.11 0.13 -0.68 80.65 79.57 165.92
9676776 528 511 394 0.11 -0.00 -0.77 82.01 90.24 172.00
9734772 532 502 387 0.13 -0.06 -0.81 80.68 94.31 169.71
9792764 530 488 378 0.12 -0.15 -0.87 82.23 99.89 167.37
9850752 518 488 375 0.04 -0.15 -0.89 87.31 99.76 169.87
9908736 528 476 368 0.11 -0.23 -0.94 83.63 103.81 164.74
9966884 528 481 371 0.11 -0.20 -0.92 83.45 102.17 166.14
10025040 528 483 375 0.11 -0.19 -0.89 83.25 101.71 166.44
10083364 531 492 382 0.13 -0.13 -0.84 81.53 98.47 167.98
10141524 535 498 386 0.15 -0.09 -0.82 79.45 96.04 167.81
10199692 539 506 390 0.18 -0.04 -0.79 77.26 92.53 167.00
10257852 534 513 393 0.15 0.01 -0.77 79.25 89.29 169.23
10315848 534 511 391 0.15 -0.00 -0.79 79.42 90.23 169.42
10374008 520 488 376 0.06 -0.15 -0.88 86.46 99.82 169.55
10432160 543 492 373 0.21 -0.13 -0.90 77.31 97.82 165.02
10490324 521 496 374 0.06 -0.10 -0.90 86.07 96.42 172.47
10548492 521 496 374 0.06 -0.10 -0.90 86.07 96.42 172.47
10606672 521 496 373 0.06 -0.10 -0.90 86.10 96.37 172.52
10664840 521 496 372 0.06 -0.10 -0.91 86.13 96.33 172.58
10723004 521 496 371 0.06 -0.10 -0.92 86.16 96.28 172.63
10781172 521 496 371 0.06 -0.10 -0.92 86.16 96.28 172.63
10839352 521 495 370 0.06 -0.11 -0.92 86.18 96.64 172.34
10897508 481 516 393 -0.20 0.03 -0.77 104.42 87.89 165.42
10955836 480 575 410 -0.21 0.41 -0.66 104.74 59.14 145.07
11014176 517 520 396 0.04 0.06 -0.75 87.28 85.80 174.99
11072172 477 516 405 -0.22 0.03 -0.69 107.93 87.70 161.91
11130520 502 503 396 -0.06 -0.06 -0.75 94.69 94.19 173.70
11188836 537 527 389 0.17 0.10 -0.80 78.33 82.94 166.31
11246824 509 425 327 -0.02 -0.56 -1.20 90.70 115.12 154.87
11305332 524 485 357 0.08 -0.17 -1.01 85.44 99.70 169.26
11363492 509 580 429 -0.02 0.45 -0.54 91.34 50.31 140.28
11421656 491 493 384 -0.13 -0.12 -0.83 99.04 98.15 167.78
11479972 476 543 394 -0.23 0.21 -0.77 106.27 75.61 158.01
11538308 511 524 400 -0.00 0.08 -0.73 90.26 83.60 173.60
11596452 513 584 435 0.01 0.47 -0.50 89.18 46.54 136.53
11654448 474 497 389 -0.24 -0.09 -0.80 106.91 96.46 161.83
11712948 512 526 397 0.00 0.09 -0.75 89.75 82.78 172.78
11770944 521 491 378 0.06 -0.13 -0.87 85.98 98.71 170.39
11829088 440 538 403 -0.47 0.17 -0.71 122.63 78.47 144.90
11887396 576 527 394 0.42 0.10 -0.77 61.44 83.40 150.55
11945380 602 504 392 0.59 -0.05 -0.78 52.92 92.86 142.77
12003544 518 491 383 0.04 -0.13 -0.84 87.14 99.05 170.50
12061708 412 488 362 -0.65 -0.15 -0.97 123.32 97.46 145.63
12120208 532 515 399 0.13 0.02 -0.73 79.68 88.25 169.53
12178172 544 566 422 0.21 0.36 -0.58 72.77 60.21 144.66
12236156 416 518 407 -0.62 0.04 -0.68 132.37 87.37 137.51
12294480 422 478 364 -0.58 -0.22 -0.96 120.61 100.99 147.06
12353164 496 505 393 -0.10 -0.04 -0.77 97.44 93.11 171.93
12411488 482 522 395 -0.19 0.07 -0.76 104.15 85.01 164.96
12469820 509 547 415 -0.02 0.23 -0.63 91.39 69.81 159.76
12527972 522 480 366 0.07 -0.21 -0.95 85.97 102.18 167.14
12586300 541 518 377 0.19 0.04 -0.88 77.64 87.30 167.34
12644280 563 485 367 0.34 -0.17 -0.94 70.68 99.80 158.16
12702448 509 471 361 -0.02 -0.26 -0.98 90.92 105.06 164.91
12760956 515 520 400 0.02 0.06 -0.73 88.21 85.64 175.29
12818924 556 566 438 0.29 0.36 -0.48 64.06 57.61 136.25
12876900 539 513 396 0.18 0.01 -0.75 76.61 89.28 166.59
12934872 533 573 433 0.14 0.40 -0.51 77.83 52.92 140.31
12992848 458 545 429 -0.35 0.22 -0.54 121.00 71.19 142.58
13051176 582 513 397 0.46 0.01 -0.75 58.38 89.36 148.37
13109156 518 568 423 0.04 0.37 -0.58 86.46 57.51 147.27
13167144 501 534 402 -0.07 0.15 -0.71 95.37 78.44 167.22
13225300 531 520 395 0.13 0.06 -0.76 80.52 85.88 169.65
13283292 533 498 388 0.14 -0.09 -0.80 80.18 96.15 168.38
13341448 529 496 376 0.11 -0.10 -0.88 82.69 96.47 170.21
13399604 529 495 372 0.11 -0.11 -0.91 82.90 96.69 170.22
13457764 529 496 372 0.11 -0.10 -0.91 82.89 96.29 170.49
13515928 530 496 371 0.12 -0.10 -0.92 82.54 96.24 170.25
13574084 528 496 370 0.11 -0.10 -0.92 83.39 96.21 170.91
13632244 529 496 368 0.11 -0.10 -0.94 83.09 96.12 170.75
13690408 530 496 368 0.12 -0.10 -0.94 82.70 96.11 170.45
13748568 530 496 368 0.12 -0.10 -0.94 82.70 96.11 170.45
13806736 530 496 368 0.12 -0.10 -0.94 82.70 96.11 170.45
13864896 530 496 369 0.12 -0.10 -0.93 82.65 96.16 170.39
13923056 530 496 367 0.12 -0.10 -0.94 82.75 96.07 170.52
13981216 530 495 369 0.12 -0.11 -0.93 82.65 96.55 170.13
14039376 525 497 372 0.09 -0.09 -0.91 84.50 95.91 171.92
14097540 529 496 372 0.11 -0.10 -0.91 82.89 96.29 170.49
14155700 531 496 372 0.13 -0.10 -0.91 82.09 96.28 169.88
14213856 530 496 372 0.12 -0.10 -0.91 82.49 96.29 170.18
14272016 530 496 371 0.12 -0.10 -0.92 82.54 96.24 170.25
14330176 530 496 369 0.12 -0.10 -0.93 82.65 96.16 170.39
14388336 530 496 367 0.12 -0.10 -0.94 82.75 96.07 170.52
14446492 530 496 365 0.12 -0.10 -0.95 82.84 95.99 170.64
14504652 530 496 364 0.12 -0.10 -0.96 82.89 95.95 170.71
14562816 531 496 362 0.13 -0.10 -0.97 82.61 95.87 170.54
14620976 531 496 361 0.13 -0.10 -0.98 82.66 95.83 170.60
14679140 532 495 360 0.13 -0.11 -0.99 82.34 96.16 170.15
14737292 538 492 357 0.17 -0.13 -1.01 80.34 97.09 167.98
14795440 599 464 339 0.57 -0.31 -1.12 63.94 103.80 150.01
14853768 541 517 382 0.19 0.04 -0.84 77.18 87.63 166.95
14911772 515 509 367 0.02 -0.02 -0.94 88.61 90.99 178.30
14969948 487 490 354 -0.16 -0.14 -1.03 98.76 97.68 168.31
15028284 467 502 364 -0.29 -0.06 -0.96 106.76 93.53 162.86
15086784 419 507 371 -0.60 -0.03 -0.92 123.35 91.53 146.61
15145280 385 515 383 -0.82 0.02 -0.84 134.54 88.89 135.44
15203612 369 507 384 -0.93 -0.03 -0.83 138.16 91.35 131.81
15262116 390 495 373 -0.79 -0.11 -0.90 131.06 95.12 138.48
15320612 339 516 381 -1.12 0.03 -0.85 142.88 88.81 127.10
15378948 344 508 382 -1.09 -0.02 -0.84 142.28 90.95 127.70
15437452 379 503 384 -0.86 -0.06 -0.83 136.04 92.65 133.84
15495948 390 490 253 -0.79 -0.14 -1.68 115.10 94.30 154.48
15554444 424 485 252 -0.57 -0.17 -1.69 108.54 95.53 160.59
15612948 447 502 375 -0.42 -0.06 -0.89 115.24 93.60 154.47
15671432 514 551 431 0.02 0.26 -0.52 88.40 63.87 153.82
15729408 660 359 295 0.97 -0.99 -1.41 60.72 120.15 135.49
15787728 685 470 340 1.13 -0.27 -1.12 45.48 99.65 133.87
15845872 694 453 336 1.19 -0.38 -1.14 45.39 103.01 132.48
15904188 641 483 357 0.84 -0.19 -1.01 50.50 98.05 139.36
15962340 659 464 350 0.96 -0.31 -1.05 48.78 102.25 136.18
16020660 613 473 355 0.66 -0.25 -1.02 57.80 101.66 145.25
16078984 572 487 365 0.39 -0.16 -0.95 67.84 98.79 155.98
16137128 595 474 361 0.54 -0.24 -0.98 61.70 102.29 148.69
16195448 544 488 370 0.21 -0.15 -0.92 77.23 99.19 164.18
16253592 542 484 371 0.20 -0.18 -0.92 77.97 100.83 163.71
16311920 547 485 372 0.23 -0.17 -0.91 75.96 100.43 162.38
16370248 514 479 371 0.02 -0.21 -0.92 89.01 103.02 166.94
16428576 512 471 368 0.00 -0.26 -0.94 89.81 105.76 164.24
16486908 522 466 365 0.07 -0.30 -0.95 86.08 107.21 162.32
16545236 494 478 374 -0.11 -0.22 -0.90 97.05 103.59 164.63
16603736 493 481 379 -0.12 -0.20 -0.86 97.75 102.84 164.93
16662240 500 480 382 -0.07 -0.21 -0.84 94.93 103.62 165.48
16720732 512 490 389 0.00 -0.14 -0.80 89.77 99.95 170.04
16778892 527 485 387 0.10 -0.17 -0.81 83.06 101.93 166.15
16837232 519 507 399 0.05 -0.03 -0.73 86.19 92.29 175.55
16895388 527 475 384 0.10 -0.24 -0.83 83.33 105.86 162.72
16953720 524 491 390 0.08 -0.13 -0.79 84.21 99.53 168.82
17011880 529 492 393 0.11 -0.13 -0.77 81.71 99.25 167.53
17070032 525 494 395 0.09 -0.11 -0.76 83.46 98.49 169.26
17128200 517 491 393 0.04 -0.13 -0.77 87.38 99.80 169.85
17186368 517 494 396 0.04 -0.11 -0.75 87.30 98.61 170.98
17244528 526 501 404 0.09 -0.07 -0.70 82.35 95.53 170.55
17302680 547 482 396 0.23 -0.19 -0.75 73.42 103.72 158.22
17361012 527 496 405 0.10 -0.10 -0.69 81.80 98.20 168.37
17419164 546 486 401 0.22 -0.17 -0.72 73.08 102.42 158.78
17477500 524 497 406 0.08 -0.09 -0.69 83.31 97.77 169.71
17535656 538 493 406 0.17 -0.12 -0.69 76.10 99.65 162.97
17593828 517 503 409 0.04 -0.06 -0.67 86.94 94.73 174.36
17651980 526 501 408 0.09 -0.07 -0.67 82.07 95.74 170.19
17710156 524 496 405 0.08 -0.10 -0.69 83.37 98.22 169.41
17768324 526 497 406 0.09 -0.09 -0.69 82.25 97.75 169.00
17826492 525 497 406 0.09 -0.09 -0.69 82.78 97.76 169.36
17884656 525 503 410 0.09 -0.06 -0.66 82.45 94.75 171.07
17942820 559 477 399 0.31 -0.22 -0.73 68.02 105.78 152.44
18001168 499 509 419 -0.08 -0.02 -0.60 97.69 91.53 172.15
18059496 530 497 415 0.12 -0.09 -0.63 79.27 98.39 166.31
18117648 532 500 413 0.13 -0.07 -0.64 78.32 96.52 166.58
18175808 524 502 413 0.08 -0.06 -0.64 82.80 95.47 170.94
18233968 527 497 411 0.10 -0.09 -0.65 81.32 98.12 168.07
18292120 537 492 407 0.17 -0.13 -0.68 76.51 100.28 162.92
18350452 535 497 411 0.15 -0.09 -0.65 76.97 98.00 164.64
18408624 515 498 413 0.02 -0.09 -0.64 87.98 97.80 171.94
18466768 532 495 413 0.13 -0.11 -0.64 78.40 99.31 165.04
18524916 534 494 413 0.15 -0.11 -0.64 77.32 99.83 163.86
18583084 519 503 418 0.05 -0.06 -0.61 85.43 95.18 173.09
18641248 523 498 418 0.07 -0.09 -0.61 83.06 98.16 169.26
18699404 525 500 419 0.09 -0.07 -0.60 81.76 97.01 169.15
18757560 528 500 420 0.11 -0.07 -0.60 79.86 97.05 167.60
18815724 506 466 402 -0.04 -0.30 -0.71 92.66 112.54 157.29
18874224 523 477 397 0.07 -0.22 -0.75 84.51 106.69 162.38
18932548 545 507 419 0.22 -0.03 -0.60 70.11 92.62 159.93
18990700 534 496 419 0.15 -0.10 -0.60 76.51 99.25 163.54
19048872 518 505 425 0.04 -0.04 -0.56 85.71 94.29 173.93
19107024 528 496 422 0.11 -0.10 -0.58 79.70 99.67 165.81
19165164 530 497 422 0.12 -0.09 -0.58 78.47 99.02 165.28
19223316 530 496 422 0.12 -0.10 -0.58 78.49 99.63 164.91
19281468 533 495 422 0.14 -0.11 -0.58 76.71 100.16 163.15
19339796 526 498 424 0.09 -0.09 -0.57 80.70 98.65 167.24
19397952 528 497 424 0.11 -0.09 -0.57 79.46 99.25 165.91
19456104 528 497 426 0.11 -0.09 -0.56 79.23 99.45 165.59
19514260 527 497 427 0.10 -0.09 -0.55 79.75 99.58 165.90
19572416 528 497 427 0.11 -0.09 -0.55 79.11 99.56 165.43
19630568 528 497 429 0.11 -0.09 -0.54 78.86 99.78 165.09
19688716 528 497 430 0.11 -0.09 -0.53 78.73 99.89 164.92
19746876 528 497 431 0.11 -0.09 -0.52 78.60 100.01 164.74
19805196 528 496 431 0.11 -0.10 -0.52 78.62 100.68 164.29
19863516 527 497 432 0.10 -0.09 -0.52 79.14 100.15 165.05
19921840 528 497 433 0.11 -0.09 -0.51 78.32 100.25 164.37
19980156 528 497 434 0.11 -0.09 -0.51 78.18 100.37 164.18
20038488 525 497 433 0.09 -0.09 -0.51 80.40 100.32 165.84
20096816 521 501 434 0.06 -0.07 -0.51 83.07 97.66 169.65
20154968 530 496 435 0.12 -0.10 -0.50 76.67 101.14 162.49
20213280 528 497 446 0.11 -0.09 -0.43 76.18 102.12 161.46
20271604 528 496 453 0.11 -0.10 -0.38 74.75 104.31 158.84
20329924 526 498 459 0.09 -0.09 -0.34 75.02 103.92 159.33
20388248 481 500 463 -0.20 -0.07 -0.32 121.46 101.35 146.10
20446920 517 483 434 0.04 -0.19 -0.51 86.19 110.14 159.47
20505248 525 490 428 0.09 -0.14 -0.54 81.10 104.26 163.09
