0.008888854;0,2221;0,4122;0,8911;1,007
0.009719791;0,229;0,4169;0,885;1,005
0.010410729;0,2304;0,4215;0,8723;0,996
0.011075104;0,2316;0,4257;0,8606;0,988
0.011804947;0,2343;0,4337;0,8542;0,986
0.012398125;0,2407;0,4357;0,8371;0,974
0.01288401;0,2463;0,4354;0,8354;0,974
0.013389427;0,2517;0,4354;0,8286;0,969
0.013871666;0,2617;0,4306;0,8178;0,961
0.014269843;0,2727;0,423;0,811;0,954
0.014591979;0,2766;0,42;0,8134;0,956
0.014965156;0,2754;0,422;0,8222;0,964
0.015545416;0,2737;0,4222;0,823;0,965
0.016127708;0,2661;0,4266;0,8357;0,975
0.021955208;0,259;0,432;0,8337;0,974
0.0231725;0,2544;0,4335;0,8425;0,981
0.024243854;0,2507;0,4371;0,8432;0,982
0.026692968;0,2478;0,4403;0,8489;0,988
0.032176562;0,2419;0,4398;0,8428;0,981
0.032756197;0,237;0,4367;0,8415;0,977
0.03320552;0,2336;0,424;0,8454;0,974
0.0430675;0,2329;0,4178;0,8489;0,974
0.043673333;0,2263;0,4127;0,8559;0,977
0.044147343;0,2285;0,4108;0,8518;0,973
0.04447401;0,225;0,411;0,8562;0,976
0.046501406;0,2233;0,4108;0,8586;0,978
0.048450625;0,226;0,4122;0,8559;0,977
0.053886718;0,2214;0,411;0,8642;0,982
0.054427083;0,216;0,4137;0,8691;0,987
0.055439322;0,2177;0,4135;0,8718;0,989
0.057925;0,2126;0,413;0,8796;0,995
0.060476822;0,2114;0,4237;0,8823;1,001
0.063709427;0,2143;0,4303;0,8838;1,006
0.066394531;0,2248;0,4393;0,8919;1,019
0.068074166;0,2402;0,4452;0,8926;1,026
0.07035802;0,2519;0,4506;0,8982;1,036
0.07322302;0,2568;0,4533;0,9055;1,045
0.07536651;0,2605;0,4523;0,9075;1,047
0.077830104;0,2632;0,4499;0,918;1,056
0.080624166;0,2705;0,454;0,9204;1,061
0.082840729;0,2695;0,4499;0,9283;1,066
0.085334739;0,2639;0,4516;0,9378;1,074
0.087799947;0,2656;0,4477;0,9432;1,077
0.090177447;0,2644;0,4513;0,9473;1,082
0.093010364;0,2671;0,4501;0,9522;1,087
0.095176406;0,2583;0,4489;0,9524;1,084
0.097732135;0,2568;0,4496;0,9441;1,077
0.100238385;0,2578;0,4569;0,9422;1,078
0.103114739;0,2517;0,4543;0,939;1,073
0.105179479;0,2524;0,454;0,9309;1,066
0.107485364;0,2495;0,453;0,9251;1,06
0.110053385;0,2473;0,4437;0,9248;1,055
0.11252026;0,2443;0,4469;0,9258;1,057
0.115723072;0,2453;0,4455;0,9178;1,049
0.117811614;0,2387;0,4462;0,9121;1,043
0.120121979;0,2377;0,4469;0,9112;1,042
0.122465624;0,2377;0,4516;0,9099;1,043
0.125146093;0,2407;0,4562;0,9138;1,049
0.127539218;0,2363;0,4596;0,9197;1,055
0.130616822;0,2341;0,4579;0,9273;1,06
0.13262526;0,2329;0,4584;0,9363;1,068
0.135023958;0,2334;0,4604;0,9371;1,07
0.137463072;0,2326;0,4562;0,9432;1,073
0.140089635;0,2351;0,4582;0,948;1,079
0.142292239;0,2439;0,4596;0,9498;1,083
0.144874635;0,2473;0,4611;0,9502;1,085
0.147381458;0,2487;0,4564;0,951;1,084
0.149864062;0,2563;0,4569;0,9451;1,081
0.152417656;0,2556;0,4538;0,9471;1,081
0.154754114;0,2549;0,4525;0,9444;1,078
0.157380677;0,2514;0,4481;0,949;1,079
0.159975833;0,249;0,4489;0,9537;1,083
0.162389374;0,2436;0,4477;0,96;1,087
0.165512708;0,2358;0,4447;0,9671;1,09
0.168338749;0,2292;0,443;0,9715;1,092
0.169833229;0,2255;0,4398;0,9771;1,095
0.172611562;0,2224;0,4367;0,9827;1,098
0.17482927;0,2219;0,4359;0,9859;1,101
0.177597395;0,2258;0,4306;0,9972;1,109
0.180773697;0,2233;0,4298;1,0023;1,113
0.182989218;0,2233;0,4218;1,0067;1,114
0.184833645;0,2268;0,4139;1,0001;1,106
0.18777151;0,2348;0,4083;1,0077;1,112
0.189976197;0,2358;0,4034;1,0089;1,112
0.19232151;0,2365;0,4051;1,0042;1,108
0.194665989;0,2382;0,4027;1,0064;1,11
0.197416822;0,2382;0,4015;0,994;1,098
0.199780104;0,2365;0,3968;0,9954;1,097
0.203003958;0,2368;0,3993;0,9881;1,092
0.204891666;0,2272;0,4047;0,9783;1,083
0.207322031;0,2236;0,4054;0,9605;1,066
0.209562343;0,2228;0,4005;0,9444;1,05
0.21219052;0,2182;0,4012;0,9334;1,039
0.214571822;0,2089;0,4037;0,9275;1,033
0.217067187;0,2089;0,4071;0,9126;1,021
0.220050885;0,2045;0,4069;0,9019;1,01
0.22250177;0,2043;0,4059;0,8848;0,995
0.224866562;0,2004;0,4076;0,8828;0,993
0.226822604;0,1974;0,4083;0,8691;0,98
0.230337187;0,1945;0,4061;0,8601;0,971
0.232211302;0,1889;0,4083;0,8449;0,957
0.234392499;0,1803;0,4095;0,8357;0,948
0.236799166;0,1764;0,4017;0,8239;0,933
0.239822135;0,1708;0,4022;0,8151;0,925
